rank_in_inventory,canonical_key,formal_name,db_name,official_url,koeki_info_url,koeki_registered,admin_agency,prefecture_or_address,financial_document_year,annual_grant_amount_yen_existing,total_assets_yen_existing,jfc_rank_2022,foundation_subtype,koeki_research_score,duplicate_rows_collapsed,verification_status
195,医用原子力技術研究振興財団,公益財団法人医用原子力技術研究振興財団,公益財団法人医用原子力技術研究振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8C%BB%E7%94%A8%E5%8E%9F%E5%AD%90%E5%8A%9B%E6%8A%80%E8%A1%93%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都中央区日本橋小伝馬町７番１６号ニッケイビル５階,,,,,corporate,5,1,koeki_name_matched_official_url_needed
196,医療機器センター,公益財団法人医療機器センター,公益財団法人医療機器センター,https://www.jaame.or.jp/mdsi/activity,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8C%BB%E7%99%82%E6%A9%9F%E5%99%A8%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC,yes,内閣府,東京都文京区本郷一丁目２８番３４号,,,,,corporate,5,1,official_url_and_koeki_name_matched
197,十八親和ふるさと振興基金,公益財団法人十八親和ふるさと振興基金,公益財団法人十八親和ふるさと振興基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8D%81%E5%85%AB%E8%A6%AA%E5%92%8C%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E6%8C%AF%E8%88%88%E5%9F%BA%E9%87%91,yes,長崎県,長崎県長崎市銅座町１番１１号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
198,南北海道学術振興財団,公益財団法人南北海道学術振興財団,公益財団法人南北海道学術振興財団,http://www.science-pro.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8D%97%E5%8C%97%E6%B5%B7%E9%81%93%E5%AD%A6%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,北海道,北海道函館市東雲町４番１３号函館市企画部内,,,,,corporate,5,1,official_url_and_koeki_name_matched
199,南海育英会,公益財団法人南海育英会,公益財団法人南海育英会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8D%97%E6%B5%B7%E8%82%B2%E8%8B%B1%E4%BC%9A,yes,香川県,香川県高松市常磐町２丁目１３番地４,,,,,individual,5,1,koeki_name_matched_official_url_needed
200,原田積善会,公益財団法人原田積善会,公益財団法人原田積善会,http://www.haradasekizenkai.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8E%9F%E7%94%B0%E7%A9%8D%E5%96%84%E4%BC%9A,yes,内閣府,東京都世田谷区等々力３丁目３３番３号,,,,,intl,5,1,official_url_and_koeki_name_matched
201,古川技術振興財団,公益財団法人古川技術振興財団,公益財団法人古川技術振興財団,https://www.furukawa-techfound.com,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%8F%A4%E5%B7%9D%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,広島県,広島県三原市沼田西町小原200-65,,,,,corporate,5,1,official_url_and_koeki_name_matched
202,吉田育英会,公益財団法人吉田育英会,公益財団法人吉田育英会,http://www.ysf.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%90%89%E7%94%B0%E8%82%B2%E8%8B%B1%E4%BC%9A,yes,内閣府,東京都墨田区亀沢３丁目２２番地１号,,,,,individual,5,1,official_url_and_koeki_name_matched
203,国際医学教育財団,公益財団法人国際医学教育財団,公益財団法人国際医学教育財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9B%BD%E9%9A%9B%E5%8C%BB%E5%AD%A6%E6%95%99%E8%82%B2%E8%B2%A1%E5%9B%A3,yes,内閣府,京都府京都市南区東九条南河原町3-8,,,,,intl,5,1,koeki_name_matched_official_url_needed
204,国際医学研究振興財団,公益財団法人国際医学研究振興財団,公益財団法人国際医学研究振興財団,https://ifpmr.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9B%BD%E9%9A%9B%E5%8C%BB%E5%AD%A6%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,兵庫県芦屋市浜町３番７号,,,,,intl,5,1,official_url_and_koeki_name_matched
205,国際耳鼻咽喉科学振興会,公益財団法人国際耳鼻咽喉科学振興会,公益財団法人国際耳鼻咽喉科学振興会,https://www.spio.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9B%BD%E9%9A%9B%E8%80%B3%E9%BC%BB%E5%92%BD%E5%96%89%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,内閣府,東京都文京区湯島１丁目９番５号お茶の水小柳出ビル１階,,,,,intl,5,1,official_url_and_koeki_name_matched
206,国際高等研究所,公益財団法人国際高等研究所,公益財団法人国際高等研究所,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9B%BD%E9%9A%9B%E9%AB%98%E7%AD%89%E7%A0%94%E7%A9%B6%E6%89%80,yes,内閣府,京都府木津川市木津川台９丁目３番地,,,,,intl,5,1,koeki_name_matched_official_url_needed
207,園芸振興松島財団,公益財団法人園芸振興松島財団,公益財団法人園芸振興松島財団,http://www.matsushima-foundation.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9C%92%E8%8A%B8%E6%8C%AF%E8%88%88%E6%9D%BE%E5%B3%B6%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都目黒区緑が丘１丁目１６番１７号,,,,,corporate,5,1,official_url_and_koeki_name_matched
208,地域開発研究所,公益財団法人地域開発研究所,公益財団法人地域開発研究所,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9C%B0%E5%9F%9F%E9%96%8B%E7%99%BA%E7%A0%94%E7%A9%B6%E6%89%80,yes,青森県,青森県むつ市中央１丁目４番１号,,,,,academic,5,1,koeki_name_matched_official_url_needed
209,地震予知総合研究振興会,公益財団法人地震予知総合研究振興会,公益財団法人地震予知総合研究振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%9C%B0%E9%9C%87%E4%BA%88%E7%9F%A5%E7%B7%8F%E5%90%88%E7%A0%94%E7%A9%B6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,内閣府,東京都千代田区神田猿楽町１丁目５番１８号千代田ビル8階,,,,,corporate,5,1,koeki_name_matched_official_url_needed
210,報徳福運社,公益財団法人報徳福運社,公益財団法人報徳福運社,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%A0%B1%E5%BE%B3%E7%A6%8F%E9%81%8B%E7%A4%BE,yes,神奈川県,神奈川県小田原市南町１丁目５番７２号,,,,,academic,5,1,koeki_name_matched_official_url_needed
211,大桑教育文化振興財団,公益財団法人大桑教育文化振興財団,公益財団法人大桑教育文化振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%A4%A7%E6%A1%91%E6%95%99%E8%82%B2%E6%96%87%E5%8C%96%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,和歌山県,和歌山県和歌山市中島１８４番地の３,,,,,corporate,5,1,koeki_name_matched_official_url_needed
212,大澤科学技術振興財団,公益財団法人大澤科学技術振興財団,公益財団法人大澤科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%A4%A7%E6%BE%A4%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,愛知県豊川市本野ケ原三丁目２２番地オーエスジーアネックスビル２F,,,,,corporate,5,1,koeki_name_matched_official_url_needed
213,守屋留学生交流協会,公益財団法人守屋留学生交流協会,公益財団法人守屋留学生交流協会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%AE%88%E5%B1%8B%E7%95%99%E5%AD%A6%E7%94%9F%E4%BA%A4%E6%B5%81%E5%8D%94%E4%BC%9A,yes,内閣府,東京都千代田区神田神保町３丁目２９番地,,,,,academic,5,1,koeki_name_matched_official_url_needed
214,安田教育振興会,公益財団法人安田教育振興会,公益財団法人安田教育振興会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%AE%89%E7%94%B0%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E4%BC%9A,yes,千葉県,千葉県千葉市中央区登戸４丁目２番１２号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
215,宮嶋利治学術財団,公益財団法人宮嶋利治学術財団,公益財団法人宮嶋利治学術財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%AE%AE%E5%B6%8B%E5%88%A9%E6%B2%BB%E5%AD%A6%E8%A1%93%E8%B2%A1%E5%9B%A3,yes,熊本県,熊本県八代市松江本町５番９号,,,,,academic,5,1,koeki_name_matched_official_url_needed
216,富徳会,公益財団法人富徳会,公益財団法人富徳会,http://www.isi-sys.net/futokukai,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%AF%8C%E5%BE%B3%E4%BC%9A,yes,内閣府,東京都台東区蔵前１丁目３番２８号,,,,,academic,5,1,official_url_and_koeki_name_matched
217,寿原記念財団,公益財団法人寿原記念財団,公益財団法人寿原記念財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%AF%BF%E5%8E%9F%E8%A8%98%E5%BF%B5%E8%B2%A1%E5%9B%A3,yes,北海道,北海道札幌市中央区南一条西７丁目１２番地都市ビル　５階,,,,,individual,5,1,koeki_name_matched_official_url_needed
218,小林財団,公益財団法人小林財団,公益財団法人小林財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B0%8F%E6%9E%97%E8%B2%A1%E5%9B%A3,yes,内閣府,大阪府大阪市中央区道修町４丁目４番１０号,,,,,,5,1,koeki_name_matched_official_url_needed
219,小樽商科大学後援会,公益財団法人小樽商科大学後援会,公益財団法人小樽商科大学後援会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B0%8F%E6%A8%BD%E5%95%86%E7%A7%91%E5%A4%A7%E5%AD%A6%E5%BE%8C%E6%8F%B4%E4%BC%9A,yes,内閣府,東京都豊島区東池袋３丁目１番１号サンシャイン６０（５７階）,,,,,academic,5,1,koeki_name_matched_official_url_needed
220,小野木科学技術振興財団,公益財団法人小野木科学技術振興財団,公益財団法人小野木科学技術振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B0%8F%E9%87%8E%E6%9C%A8%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,岐阜県,岐阜県岐阜市若宮町九丁目１６番地,,,,,corporate,5,1,koeki_name_matched_official_url_needed
221,山口育英奨学会,公益財団法人山口育英奨学会,公益財団法人山口育英奨学会,https://www.yamaguchi-esf.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B1%B1%E5%8F%A3%E8%82%B2%E8%8B%B1%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,新潟県長岡市小国町横沢８０２番地,,,,,academic,5,1,official_url_and_koeki_name_matched
222,山陽放送学術文化スポーツ振興財団,公益財団法人山陽放送学術文化・スポーツ振興財団,公益財団法人山陽放送学術文化・スポーツ振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B1%B1%E9%99%BD%E6%94%BE%E9%80%81%E5%AD%A6%E8%A1%93%E6%96%87%E5%8C%96%E3%83%BB%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,岡山県,岡山県岡山市北区丸の内２丁目１番３号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
223,岡三加藤文化振興財団,公益財団法人岡三加藤文化振興財団,公益財団法人岡三加藤文化振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B2%A1%E4%B8%89%E5%8A%A0%E8%97%A4%E6%96%87%E5%8C%96%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,三重県,三重県津市中央６番５号岡三証券津ビル別館内,,,,,individual,5,1,koeki_name_matched_official_url_needed
224,岡山医学振興会,公益財団法人岡山医学振興会,公益財団法人岡山医学振興会,http://omf.umin.ac.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B2%A1%E5%B1%B1%E5%8C%BB%E5%AD%A6%E6%8C%AF%E8%88%88%E4%BC%9A,yes,岡山県,岡山県岡山市北区鹿田町２丁目５番１号,,,,,corporate,5,1,official_url_and_koeki_name_matched
225,岩垂奨学会,公益財団法人岩垂奨学会,公益財団法人岩垂奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B2%A9%E5%9E%82%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,東京都千代田区六番町１３番地５,,,,,academic,5,1,koeki_name_matched_official_url_needed
226,川崎市産業振興財団,公益財団法人川崎市産業振興財団,公益財団法人川崎市産業振興財団,https://www.kawasaki-net.ne.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B7%9D%E5%B4%8E%E5%B8%82%E7%94%A3%E6%A5%AD%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,神奈川県,神奈川県川崎市幸区堀川町６６番地２０川崎市産業振興会館６階,,,,,corporate,5,1,official_url_and_koeki_name_matched
227,川野小児医学奨学財団,公益財団法人川野小児医学奨学財団,公益財団法人川野小児医学奨学財団,http://www.kawanozaidan.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B7%9D%E9%87%8E%E5%B0%8F%E5%85%90%E5%8C%BB%E5%AD%A6%E5%A5%A8%E5%AD%A6%E8%B2%A1%E5%9B%A3,yes,内閣府,埼玉県川越市新宿町一丁目１０番地１,,,,,individual,5,1,official_url_and_koeki_name_matched
228,市村清新技術財団,公益財団法人市村清新技術財団,公益財団法人市村清新技術財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%B8%82%E6%9D%91%E6%B8%85%E6%96%B0%E6%8A%80%E8%A1%93%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都大田区北馬込１丁目２６番１０号,2024,,,,,5,1,koeki_name_matched_official_url_needed
229,広島がんセミナー,公益財団法人広島がんセミナー,公益財団法人広島がんセミナー,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%BA%83%E5%B3%B6%E3%81%8C%E3%82%93%E3%82%BB%E3%83%9F%E3%83%8A%E3%83%BC,yes,広島県,広島県広島市中区千田町３丁目８番６号広島市医師会臨床検査センター内,,,,,academic,5,1,koeki_name_matched_official_url_needed
230,広島県漁業振興基金,公益財団法人広島県漁業振興基金,公益財団法人広島県漁業振興基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%BA%83%E5%B3%B6%E7%9C%8C%E6%BC%81%E6%A5%AD%E6%8C%AF%E8%88%88%E5%9F%BA%E9%87%91,yes,広島県,広島県広島市中区大手町２丁目９番６号水産会館６Ｆ,,,,,corporate,5,1,koeki_name_matched_official_url_needed
231,御器谷科学技術財団,公益財団法人御器谷科学技術財団,公益財団法人御器谷科学技術財団,http://mikiya-zaidan.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E5%BE%A1%E5%99%A8%E8%B0%B7%E7%A7%91%E5%AD%A6%E6%8A%80%E8%A1%93%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都大田区仲池上２丁目９番４号日東工器（株）本社ビル４階,,,,,corporate,5,1,official_url_and_koeki_name_matched
232,成長科学協会,公益財団法人成長科学協会,公益財団法人成長科学協会,http://www.fgs.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%88%90%E9%95%B7%E7%A7%91%E5%AD%A6%E5%8D%94%E4%BC%9A,yes,内閣府,東京都文京区本郷５丁目１番１６号,,,,,corporate,5,1,official_url_and_koeki_name_matched
233,戸田育英財団,公益財団法人戸田育英財団,公益財団法人戸田育英財団,http://www.toda-ikuei.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%88%B8%E7%94%B0%E8%82%B2%E8%8B%B1%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都中央区八丁堀四丁目10番1号甲東ビル401号室,,,,,individual,5,1,official_url_and_koeki_name_matched
234,日新電機グループ社会貢献基金,公益財団法人日新電機グループ社会貢献基金,公益財団法人日新電機グループ社会貢献基金,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%96%B0%E9%9B%BB%E6%A9%9F%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E7%A4%BE%E4%BC%9A%E8%B2%A2%E7%8C%AE%E5%9F%BA%E9%87%91,yes,内閣府,京都府京都市右京区梅津高畝町４７番地日新電機株式会社総務部内,,,,,academic,5,1,koeki_name_matched_official_url_needed
235,日本国際医学協会,公益財団法人日本国際医学協会,公益財団法人日本国際医学協会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E5%9B%BD%E9%9A%9B%E5%8C%BB%E5%AD%A6%E5%8D%94%E4%BC%9A,yes,内閣府,東京都世田谷区上馬１丁目１５番３号３Ｆ,,,,,intl,5,1,koeki_name_matched_official_url_needed
236,日本小動物医療センター,公益財団法人日本小動物医療センター,公益財団法人日本小動物医療センター,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E5%B0%8F%E5%8B%95%E7%89%A9%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC,yes,内閣府,埼玉県所沢市東所沢和田１－１０－４,,,,,academic,5,1,koeki_name_matched_official_url_needed
237,日本教育科学研究所,公益財団法人日本教育科学研究所,公益財団法人日本教育科学研究所,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E6%9C%AC%E6%95%99%E8%82%B2%E7%A7%91%E5%AD%A6%E7%A0%94%E7%A9%B6%E6%89%80,yes,内閣府,東京都東京都中央区築地3丁目12番2号　築地高野ビル5F,,,,,corporate,5,1,koeki_name_matched_official_url_needed
238,日立財団,公益財団法人日立財団,公益財団法人日立財団,https://casiozaidan.org/naiyou/about.html,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E7%AB%8B%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区丸の内１丁目６番１号,,,,,corporate,5,1,official_url_and_koeki_name_matched
239,日米教育交流振興財団,公益財団法人日米教育交流振興財団,公益財団法人日米教育交流振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%A5%E7%B1%B3%E6%95%99%E8%82%B2%E4%BA%A4%E6%B5%81%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区永田町２丁目１４番２号山王グランドビル４１６,,,,,corporate,5,1,koeki_name_matched_official_url_needed
240,旭化成ひむか文化財団,公益財団法人旭化成ひむか文化財団,公益財団法人旭化成ひむか文化財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%AD%E5%8C%96%E6%88%90%E3%81%B2%E3%82%80%E3%81%8B%E6%96%87%E5%8C%96%E8%B2%A1%E5%9B%A3,yes,宮崎県,宮崎県延岡市幸町３丁目１０１番地延岡駅西口街区ビル４階,,,,,corporate,5,1,koeki_name_matched_official_url_needed
241,旭硝子財団,公益財団法人旭硝子財団,公益財団法人旭硝子財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%97%AD%E7%A1%9D%E5%AD%90%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都千代田区四番町５番地３サイエンスプラザ２階,2024,,,,,5,1,koeki_name_matched_official_url_needed
242,昭和教育振興財団,公益財団法人昭和教育振興財団,公益財団法人昭和教育振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%98%AD%E5%92%8C%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,大阪府,大阪府東大阪市南荘町１０番７号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
243,昭特科学振興財団,公益財団法人昭特科学振興財団,公益財団法人昭特科学振興財団,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%98%AD%E7%89%B9%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,神奈川県川崎市高津区二子６丁目１０番１０号,,,,,corporate,5,1,koeki_name_matched_official_url_needed
244,朝鮮奨学会,公益財団法人朝鮮奨学会,公益財団法人朝鮮奨学会,,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9C%9D%E9%AE%AE%E5%A5%A8%E5%AD%A6%E4%BC%9A,yes,内閣府,東京都新宿区西新宿１丁目８番１号,,,,,,5,1,koeki_name_matched_official_url_needed
245,木原記念横浜生命科学振興財団,公益財団法人木原記念横浜生命科学振興財団,公益財団法人木原記念横浜生命科学振興財団,http://www.kihara.or.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9C%A8%E5%8E%9F%E8%A8%98%E5%BF%B5%E6%A8%AA%E6%B5%9C%E7%94%9F%E5%91%BD%E7%A7%91%E5%AD%A6%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,神奈川県,神奈川県横浜市鶴見区末広町１丁目６番地,,,,,individual,5,1,official_url_and_koeki_name_matched
246,木村看護教育振興財団,公益財団法人木村看護教育振興財団,公益財団法人木村看護教育振興財団,https://www.nurseed.jp,https://www.koeki-info.go.jp/corporations/corporation-search?keyword=%E5%85%AC%E7%9B%8A%E8%B2%A1%E5%9B%A3%E6%B3%95%E4%BA%BA%E6%9C%A8%E6%9D%91%E7%9C%8B%E8%AD%B7%E6%95%99%E8%82%B2%E6%8C%AF%E8%88%88%E8%B2%A1%E5%9B%A3,yes,内閣府,東京都文京区本郷５丁目２５番１４号８階,,,,,corporate,5,1,official_url_and_koeki_name_matched
